Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
HS,2020,202001,January 2020,2,0,1,Imports,31,Azerbaijan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,41551296,,,0
HS,2020,202002,February 2020,2,0,1,Imports,31,Azerbaijan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,33558411,,,0
HS,2020,202003,March 2020,2,0,1,Imports,31,Azerbaijan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,43796883,,,0
HS,2020,202004,April 2020,2,0,1,Imports,31,Azerbaijan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,39261501,,,0
HS,2020,202005,May 2020,2,0,1,Imports,31,Azerbaijan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,27441636,,,0
HS,2020,202006,June 2020,2,0,1,Imports,31,Azerbaijan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,24544327,,,0
HS,2020,202007,July 2020,2,0,1,Imports,31,Azerbaijan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,29165144,,,0
HS,2020,202008,August 2020,2,0,1,Imports,31,Azerbaijan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,27509967,,,0
HS,2020,202001,January 2020,2,0,1,Imports,36,Australia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,85739867,,,0
HS,2020,202002,February 2020,2,0,1,Imports,36,Australia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,54484350,,,0
HS,2020,202003,March 2020,2,0,1,Imports,36,Australia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,52253499,,,0
HS,2020,202004,April 2020,2,0,1,Imports,36,Australia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,58163578,,,0
HS,2020,202001,January 2020,2,0,1,Imports,51,Armenia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,5728721,,,0
HS,2020,202002,February 2020,2,0,1,Imports,51,Armenia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,6133307,,,0
HS,2020,202003,March 2020,2,0,1,Imports,51,Armenia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,5663928,,,0
HS,2020,202004,April 2020,2,0,1,Imports,51,Armenia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,6280375,,,0
HS,2020,202005,May 2020,2,0,1,Imports,51,Armenia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,12436243,,,0
HS,2020,202006,June 2020,2,0,1,Imports,51,Armenia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,11104567,,,0
HS,2020,202007,July 2020,2,0,1,Imports,51,Armenia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,10489369,,,0
HS,2020,202008,August 2020,2,0,1,Imports,51,Armenia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,10350253,,,0
HS,2020,202001,January 2020,2,0,1,Imports,52,Barbados,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,1081658,,,0
HS,2020,202002,February 2020,2,0,1,Imports,52,Barbados,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,452724,,,0
HS,2020,202003,March 2020,2,0,1,Imports,52,Barbados,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,532165,,,0
HS,2020,202004,April 2020,2,0,1,Imports,52,Barbados,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,193233,,,0
HS,2020,202005,May 2020,2,0,1,Imports,52,Barbados,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,1761686,,,0
HS,2020,202006,June 2020,2,0,1,Imports,52,Barbados,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,788909,,,0
HS,2020,202007,July 2020,2,0,1,Imports,52,Barbados,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,1778628,,,0
HS,2020,202008,August 2020,2,0,1,Imports,52,Barbados,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,684921,,,0
HS,2020,202001,January 2020,2,0,1,Imports,56,Belgium,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,670633897,,,0
HS,2020,202002,February 2020,2,0,1,Imports,56,Belgium,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,638805812,,,0
HS,2020,202004,April 2020,2,0,1,Imports,56,Belgium,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,567368861,,,0
HS,2020,202005,May 2020,2,0,1,Imports,56,Belgium,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,517043981,,,0
HS,2020,202006,June 2020,2,0,1,Imports,56,Belgium,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,617585110,,,0
HS,2020,202001,January 2020,2,0,1,Imports,76,Brazil,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,193294208,,,0
HS,2020,202002,February 2020,2,0,1,Imports,76,Brazil,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,118040485,,,0
HS,2020,202003,March 2020,2,0,1,Imports,76,Brazil,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,142369305,,,0
HS,2020,202004,April 2020,2,0,1,Imports,76,Brazil,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,150417972,,,0
HS,2020,202001,January 2020,2,0,1,Imports,84,Belize,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,2225254,,,0
HS,2020,202002,February 2020,2,0,1,Imports,84,Belize,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,1336417,,,0
HS,2020,202003,March 2020,2,0,1,Imports,84,Belize,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,1531853,,,0
HS,2020,202004,April 2020,2,0,1,Imports,84,Belize,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,1213086,,,0
HS,2020,202005,May 2020,2,0,1,Imports,84,Belize,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,1210119,,,0
HS,2020,202006,June 2020,2,0,1,Imports,84,Belize,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,1111888,,,0
HS,2020,202007,July 2020,2,0,1,Imports,84,Belize,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,1191819,,,0
HS,2020,202008,August 2020,2,0,1,Imports,84,Belize,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,1759554,,,0
HS,2020,202001,January 2020,2,0,1,Imports,97,EU-28,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,2812842672,,,0
HS,2020,202002,February 2020,2,0,1,Imports,97,EU-28,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,2447621471,,,0
HS,2020,202003,March 2020,2,0,1,Imports,97,EU-28,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,2421386681,,,0
HS,2020,202004,April 2020,2,0,1,Imports,97,EU-28,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,2472713846,,,0
HS,2020,202005,May 2020,2,0,1,Imports,97,EU-28,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,1983948710,,,0
HS,2020,202006,June 2020,2,0,1,Imports,97,EU-28,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,1971932577,,,0
HS,2020,202001,January 2020,2,0,1,Imports,100,Bulgaria,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,116306887,,,0
HS,2020,202002,February 2020,2,0,1,Imports,100,Bulgaria,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,103110676,,,0
HS,2020,202003,March 2020,2,0,1,Imports,100,Bulgaria,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,103228070,,,0
HS,2020,202001,January 2020,2,0,1,Imports,112,Belarus,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,115712100,,,0
HS,2020,202002,February 2020,2,0,1,Imports,112,Belarus,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,125562400,,,0
HS,2020,202005,May 2020,2,0,1,Imports,112,Belarus,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,102686600,,,0
HS,2020,202006,June 2020,2,0,1,Imports,112,Belarus,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,109191000,,,0
HS,2020,202001,January 2020,2,0,1,Imports,124,Canada,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,517412969,,,0
HS,2020,202002,February 2020,2,0,1,Imports,124,Canada,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,433148280,,,0
HS,2020,202003,March 2020,2,0,1,Imports,124,Canada,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,454971282,,,0
HS,2020,202004,April 2020,2,0,1,Imports,124,Canada,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,396401684,,,0
HS,2020,202005,May 2020,2,0,1,Imports,124,Canada,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,345602881,,,0
HS,2020,202006,June 2020,2,0,1,Imports,124,Canada,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,384405411,,,0
HS,2020,202007,July 2020,2,0,1,Imports,124,Canada,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,392034726,,,0
HS,2020,202008,August 2020,2,0,1,Imports,124,Canada,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,381533964,,,0
HS,2020,202001,January 2020,2,0,1,Imports,152,Chile,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,126977357,,,0
HS,2020,202001,January 2020,2,0,1,Imports,170,Colombia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,136734393,,,0
HS,2020,202002,February 2020,2,0,1,Imports,170,Colombia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,116504985,,,0
HS,2020,202003,March 2020,2,0,1,Imports,170,Colombia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,102658235,,,0
HS,2020,202001,January 2020,2,0,1,Imports,188,Costa Rica,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,42939731,,,0
HS,2020,202002,February 2020,2,0,1,Imports,188,Costa Rica,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,39003315,,,0
HS,2020,202003,March 2020,2,0,1,Imports,188,Costa Rica,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,41865641,,,0
HS,2020,202001,January 2020,2,0,1,Imports,191,Croatia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,48449802,,,0
HS,2020,202002,February 2020,2,0,1,Imports,191,Croatia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,56219713,,,0
HS,2020,202003,March 2020,2,0,1,Imports,191,Croatia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,46534274,,,0
HS,2020,202004,April 2020,2,0,1,Imports,191,Croatia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,48423866,,,0
HS,2020,202005,May 2020,2,0,1,Imports,191,Croatia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,48068683,,,0
HS,2020,202006,June 2020,2,0,1,Imports,191,Croatia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,50897561,,,0
HS,2020,202007,July 2020,2,0,1,Imports,191,Croatia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,60127033,,,0
HS,2020,202001,January 2020,2,0,1,Imports,203,Czech Rep.,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,481247491,,,0
HS,2020,202002,February 2020,2,0,1,Imports,203,Czech Rep.,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,449439881,,,0
HS,2020,202003,March 2020,2,0,1,Imports,203,Czech Rep.,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,439698871,,,0
HS,2020,202004,April 2020,2,0,1,Imports,203,Czech Rep.,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,341917832,,,0
HS,2020,202005,May 2020,2,0,1,Imports,203,Czech Rep.,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,342972340,,,0
HS,2020,202006,June 2020,2,0,1,Imports,203,Czech Rep.,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,382798903,,,0
HS,2020,202007,July 2020,2,0,1,Imports,203,Czech Rep.,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,384505549,,,0
HS,2020,202008,August 2020,2,0,1,Imports,203,Czech Rep.,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,388010702,,,0
HS,2020,202001,January 2020,2,0,1,Imports,208,Denmark,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,172890699,,,0
HS,2020,202002,February 2020,2,0,1,Imports,208,Denmark,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,179240607,,,0
HS,2020,202003,March 2020,2,0,1,Imports,208,Denmark,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,164603707,,,0
HS,2020,202004,April 2020,2,0,1,Imports,208,Denmark,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,155000401,,,0
HS,2020,202005,May 2020,2,0,1,Imports,208,Denmark,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,161281172,,,0
HS,2020,202006,June 2020,2,0,1,Imports,208,Denmark,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,146597553,,,0
HS,2020,202007,July 2020,2,0,1,Imports,208,Denmark,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,106720174,,,0
HS,2020,202008,August 2020,2,0,1,Imports,208,Denmark,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,143119880,,,0
HS,2020,202001,January 2020,2,0,1,Imports,218,Ecuador,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,58412193,,,0
HS,2020,202002,February 2020,2,0,1,Imports,218,Ecuador,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,36802553,,,0
HS,2020,202003,March 2020,2,0,1,Imports,218,Ecuador,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,45912944,,,0
HS,2020,202005,May 2020,2,0,1,Imports,218,Ecuador,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,43938611,,,0
HS,2020,202006,June 2020,2,0,1,Imports,218,Ecuador,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,50861112,,,0
HS,2020,202007,July 2020,2,0,1,Imports,218,Ecuador,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,38225589,,,0
HS,2020,202001,January 2020,2,0,1,Imports,222,El Salvador,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,30440565,,,0
HS,2020,202002,February 2020,2,0,1,Imports,222,El Salvador,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,25869958,,,0
HS,2020,202003,March 2020,2,0,1,Imports,222,El Salvador,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,32866856,,,0
HS,2020,202004,April 2020,2,0,1,Imports,222,El Salvador,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,13184255,,,0
HS,2020,202005,May 2020,2,0,1,Imports,222,El Salvador,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,19604821,,,0
HS,2020,202006,June 2020,2,0,1,Imports,222,El Salvador,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,19970073,,,0
HS,2020,202007,July 2020,2,0,1,Imports,222,El Salvador,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,14071759,,,0
HS,2020,202008,August 2020,2,0,1,Imports,222,El Salvador,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,20282361,,,0
HS,2020,202001,January 2020,2,0,1,Imports,233,Estonia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,47171395,,,0
HS,2020,202002,February 2020,2,0,1,Imports,233,Estonia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,43045395,,,0
HS,2020,202003,March 2020,2,0,1,Imports,233,Estonia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,49836549,,,0
HS,2020,202004,April 2020,2,0,1,Imports,233,Estonia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,47612304,,,0
HS,2020,202005,May 2020,2,0,1,Imports,233,Estonia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,30868461,,,0
HS,2020,202006,June 2020,2,0,1,Imports,233,Estonia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,34367934,,,0
HS,2020,202007,July 2020,2,0,1,Imports,233,Estonia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,43716496,,,0
HS,2020,202008,August 2020,2,0,1,Imports,233,Estonia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,44945025,,,0
HS,2020,202001,January 2020,2,0,1,Imports,246,Finland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,206237799,,,0
HS,2020,202002,February 2020,2,0,1,Imports,246,Finland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,191557823,,,0
HS,2020,202003,March 2020,2,0,1,Imports,246,Finland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,184554917,,,0
HS,2020,202004,April 2020,2,0,1,Imports,246,Finland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,181691198,,,0
HS,2020,202005,May 2020,2,0,1,Imports,246,Finland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,180545334,,,0
HS,2020,202006,June 2020,2,0,1,Imports,246,Finland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,184798528,,,0
HS,2020,202007,July 2020,2,0,1,Imports,246,Finland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,182707570,,,0
HS,2020,202002,February 2020,2,0,1,Imports,268,Georgia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,12893362,,,0
HS,2020,202003,March 2020,2,0,1,Imports,268,Georgia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,18075788,,,0
HS,2020,202004,April 2020,2,0,1,Imports,268,Georgia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,12387608,,,0
HS,2020,202005,May 2020,2,0,1,Imports,268,Georgia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,14340602,,,0
HS,2020,202006,June 2020,2,0,1,Imports,268,Georgia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,11955206,,,0
HS,2020,202007,July 2020,2,0,1,Imports,268,Georgia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,20110157,,,0
HS,2020,202008,August 2020,2,0,1,Imports,268,Georgia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,18086592,,,0
HS,2020,202001,January 2020,2,0,1,Imports,276,Germany,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,2019104850,,,0
HS,2020,202002,February 2020,2,0,1,Imports,276,Germany,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,2063462584,,,0
HS,2020,202003,March 2020,2,0,1,Imports,276,Germany,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,2049588248,,,0
HS,2020,202004,April 2020,2,0,1,Imports,276,Germany,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,1561393853,,,0
HS,2020,202005,May 2020,2,0,1,Imports,276,Germany,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,1541819071,,,0
HS,2020,202006,June 2020,2,0,1,Imports,276,Germany,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,1640793632,,,0
HS,2020,202001,January 2020,2,0,1,Imports,300,Greece,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,93298410,,,0
HS,2020,202002,February 2020,2,0,1,Imports,300,Greece,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,76062768,,,0
HS,2020,202003,March 2020,2,0,1,Imports,300,Greece,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,95860725,,,0
HS,2020,202004,April 2020,2,0,1,Imports,300,Greece,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,79844837,,,0
HS,2020,202005,May 2020,2,0,1,Imports,300,Greece,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,85637420,,,0
HS,2020,202006,June 2020,2,0,1,Imports,300,Greece,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,93494818,,,0
HS,2020,202007,July 2020,2,0,1,Imports,300,Greece,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,106569499,,,0
HS,2020,202008,August 2020,2,0,1,Imports,300,Greece,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,69006055,,,0
HS,2020,202001,January 2020,2,0,1,Imports,320,Guatemala,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,78109080,,,0
HS,2020,202002,February 2020,2,0,1,Imports,320,Guatemala,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,63796248,,,0
